ticket_id,customer_id,ticket_date,issue_category,support_channel,priority,resolution_hours,resolved_flag,satisfaction_score,repeat_contact_flag
TKT00025001,CUST044261,2026-02-23,Refund Request,Phone,Medium,,No,,No
TKT00026372,CUST024264,2025-05-12,Delivery Problem,Social Media,High,,No,,Yes
TKT00015391,CUST028885,2026-06-28,General Question,Help Center,High,1.85,Yes,3,No
TKT00028620,CUST002736,2025-03-17,Prime Video Issue,Chat,Low,3.89,Yes,3,No
TKT00020063,CUST035043,2025-12-26,Refund Request,Chat,Medium,19.06,Yes,4,No
TKT00005248,CUST015809,2025-12-02,Refund Request,Phone,Low,12.91,Yes,3,Yes
TKT00034870,CUST006704,2024-11-11,Refund Request,Phone,Low,44.89,Yes,3,No
TKT00021232,CUST019092,2025-04-04,Payment Failure,Help Center,Low,13.19,Yes,4,Yes
TKT00016835,CUST045736,2026-06-06,Prime Video Issue,Chat,High,18.07,Yes,4,No
TKT00028910,CUST026997,2026-02-08,Prime Video Issue,Phone,Medium,11.03,Yes,4,No
TKT00031357,CUST033735,2025-09-14,Delivery Problem,Chat,High,24.41,Yes,3,Yes
TKT00013934,CUST039876,2026-06-23,General Question,Phone,Medium,2.03,Yes,3,No
TKT00004573,CUST047305,2026-04-05,Cancellation Request,Phone,Medium,7.05,Yes,1,Yes
TKT00006216,CUST042845,2025-11-07,Payment Failure,Phone,Low,2.33,Yes,4,Yes
TKT00022835,CUST019413,2026-06-18,Membership Billing,Chat,Medium,9.24,Yes,3,No
TKT00016675,CUST046464,2025-12-26,Payment Failure,Phone,Medium,20.24,Yes,2,No
TKT00005373,CUST016180,2026-01-07,Cancellation Request,Chat,Low,10.0,Yes,5,No
TKT00033881,CUST041503,2026-06-04,Account Access,Chat,Low,10.48,Yes,3,No
TKT00008385,CUST046569,2026-05-27,Membership Billing,Help Center,Medium,5.68,Yes,4,No
TKT00019514,CUST000862,2026-04-14,General Question,Chat,Medium,27.03,Yes,3,No
TKT00032487,CUST043166,2026-01-02,Delivery Problem,Chat,Medium,4.99,Yes,3,No
TKT00024890,CUST049338,2025-09-19,General Question,Chat,Low,15.19,Yes,4,No
TKT00016217,CUST001574,2026-04-05,Payment Failure,Help Center,Low,9.63,Yes,5,No
TKT00015593,CUST018000,2026-05-25,Cancellation Request,Chat,High,15.05,Yes,3,No
TKT00034475,CUST029806,2025-07-10,Refund Request,Help Center,Medium,18.65,Yes,2,No
TKT00005309,CUST017093,2025-10-21,General Question,Email,Medium,6.09,Yes,3,No
TKT00023949,CUST033565,2026-04-19,Refund Request,Chat,Low,11.93,Yes,4,No
TKT00017702,CUST008419,2025-10-09,General Question,Chat,Medium,5.39,Yes,4,No
TKT00034884,CUST011393,2026-04-25,Prime Video Issue,Phone,High,6.64,Yes,4,No
TKT00004915,CUST045301,2025-09-19,Prime Video Issue,Email,Low,3.18,Yes,4,Yes
TKT00020558,CUST048835,2026-06-16,Cancellation Request,Chat,High,1.06,Yes,3,No
TKT00007088,CUST041825,2026-05-07,Refund Request,Chat,High,10.64,Yes,3,No
TKT00026639,CUST010816,2026-03-22,Prime Video Issue,Social Media,High,19.43,Yes,5,No
TKT00024772,CUST006843,2025-05-12,Prime Video Issue,Chat,Medium,,No,,Yes
TKT00026506,CUST019073,2025-09-06,Refund Request,Phone,Low,3.2,Yes,3,No
TKT00005041,CUST027817,2026-02-25,Delivery Problem,Chat,Medium,6.17,Yes,4,No
TKT00025099,CUST037059,2025-06-21,Membership Billing,Email,Low,17.38,Yes,3,No
TKT00007192,CUST048263,2026-03-03,Cancellation Request,Chat,Low,9.71,Yes,4,No
TKT00025069,CUST015412,2025-12-10,Delivery Problem,Chat,High,6.71,Yes,4,No
TKT00000734,CUST034673,2026-04-04,Delivery Problem,Phone,Medium,7.47,Yes,5,No
TKT00020419,CUST028428,2026-03-19,Prime Video Issue,Chat,Medium,12.4,Yes,5,No
TKT00019042,CUST019905,2026-06-15,Account Access,Phone,Low,,No,,No
TKT00033862,CUST023014,2026-04-01,Delivery Problem,Chat,Low,2.16,Yes,4,Yes
TKT00014279,CUST032556,2026-03-30,Membership Billing,Help Center,High,6.58,Yes,4,Yes
TKT00029012,CUST044686,2025-08-14,Payment Failure,Chat,Medium,14.06,Yes,3,Yes
TKT00000798,CUST035460,2025-04-28,Account Access,Chat,Medium,10.2,Yes,3,No
TKT00022859,CUST035665,2025-12-11,Refund Request,Chat,Medium,5.34,Yes,4,No
TKT00009039,CUST045176,2026-05-12,Refund Request,Email,Medium,4.97,Yes,4,No
TKT00018415,CUST025823,2026-02-13,General Question,Chat,Medium,5.62,Yes,5,No
TKT00010894,CUST024873,2024-12-20,Payment Failure,Email,Low,34.75,Yes,3,No
TKT00010938,CUST001082,2025-11-10,Membership Billing,Phone,High,10.46,Yes,3,No
TKT00024439,CUST016558,2026-03-19,Membership Billing,Phone,Medium,13.11,Yes,4,No
TKT00031356,CUST011300,2026-01-09,Prime Video Issue,Help Center,Medium,4.14,Yes,4,No
TKT00010489,CUST049856,2025-11-07,Membership Billing,Chat,Low,22.21,Yes,2,No
TKT00002535,CUST046696,2026-01-06,Delivery Problem,Chat,Low,7.87,Yes,4,No
TKT00011750,CUST015639,2026-06-27,General Question,Help Center,High,3.56,Yes,3,No
TKT00003104,CUST044441,2026-06-11,Refund Request,Chat,Low,78.24,Yes,4,No
TKT00012023,CUST018435,2026-06-13,Delivery Problem,Social Media,High,5.89,Yes,5,No
TKT00017752,CUST040804,2026-01-13,Prime Video Issue,Email,Low,,No,,Yes
TKT00027253,CUST019815,2026-03-17,General Question,Phone,High,4.91,Yes,4,No
TKT00017181,CUST014056,2025-12-31,Payment Failure,Chat,Critical,,No,,No
TKT00031717,CUST009070,2024-08-29,Prime Video Issue,Phone,Low,9.75,Yes,3,No
TKT00024007,CUST040756,2026-04-23,Prime Video Issue,Chat,Medium,2.7,Yes,4,No
TKT00005681,CUST047816,2025-09-14,Membership Billing,Phone,Medium,5.8,Yes,3,Yes
TKT00002783,CUST049695,2026-03-17,Payment Failure,Phone,High,,No,,No
TKT00024657,CUST011926,2026-02-17,Delivery Problem,Email,Medium,10.01,Yes,3,No
TKT00032459,CUST049501,2026-02-17,Refund Request,Email,Medium,7.95,Yes,4,No
TKT00009048,CUST018754,2025-09-14,Refund Request,Chat,Medium,17.11,Yes,2,No
TKT00008791,CUST030190,2025-05-29,Prime Video Issue,Help Center,Medium,17.84,Yes,4,No
TKT00019398,CUST008190,2024-08-11,General Question,Help Center,Medium,4.44,Yes,4,No
TKT00021206,CUST030005,2026-05-20,Prime Video Issue,Phone,Medium,2.33,Yes,4,No
TKT00032900,CUST040365,2026-03-09,General Question,Chat,High,2.62,Yes,5,No
TKT00011396,CUST034096,2026-03-30,General Question,Chat,Medium,2.26,Yes,4,Yes
TKT00010738,CUST008163,2025-12-22,Account Access,Chat,High,6.35,Yes,3,No
TKT00021731,CUST003882,2026-06-05,Delivery Problem,Phone,Medium,48.16,Yes,3,No
TKT00007432,CUST009754,2026-05-21,General Question,Help Center,Medium,16.01,Yes,4,No
TKT00000761,CUST022958,2026-01-19,Delivery Problem,Chat,Medium,8.72,Yes,2,Yes
TKT00003479,CUST030428,2024-11-12,Membership Billing,Email,High,5.68,Yes,5,No
TKT00013286,CUST009074,2025-02-20,Prime Video Issue,Help Center,Low,3.01,Yes,4,No
TKT00013063,CUST007352,2025-04-24,Membership Billing,Email,Medium,10.88,Yes,4,No
TKT00019302,CUST004928,2025-11-03,General Question,Email,Medium,3.62,Yes,4,Yes
TKT00026712,CUST011539,2026-03-22,Membership Billing,Chat,Low,7.35,Yes,3,No
TKT00005593,CUST017577,2026-04-01,Payment Failure,Email,High,2.77,Yes,5,No
TKT00032993,CUST004412,2025-10-20,General Question,Phone,Medium,3.85,Yes,4,No
TKT00008171,CUST039184,2025-08-14,Cancellation Request,Chat,Medium,8.25,Yes,3,No
TKT00015253,CUST004178,2026-05-02,Membership Billing,Help Center,Medium,9.97,Yes,4,No
TKT00029000,CUST035664,2025-08-20,Prime Video Issue,Phone,Medium,8.75,Yes,4,No
TKT00019555,CUST036330,2025-11-13,Cancellation Request,Phone,High,6.63,Yes,3,No
TKT00031561,CUST008982,2025-10-11,Payment Failure,Chat,Low,19.56,Yes,2,Yes
TKT00011580,CUST038955,2024-11-23,General Question,Chat,High,1.64,Yes,3,No
TKT00007866,CUST040841,2026-06-11,Membership Billing,Help Center,Medium,,No,,Yes
TKT00012404,CUST011254,2026-03-24,Cancellation Request,Chat,High,7.89,Yes,3,No
TKT00014352,CUST003377,2026-03-14,Account Access,Social Media,Low,15.12,Yes,4,No
TKT00002635,CUST037588,2026-04-17,Account Access,Chat,High,38.51,Yes,2,Yes
TKT00031044,CUST041508,2025-12-17,Refund Request,Chat,Low,6.25,Yes,4,No
TKT00007212,CUST000472,2025-03-07,Cancellation Request,Chat,Medium,12.63,Yes,2,Yes
TKT00029557,CUST036016,2025-12-20,Membership Billing,Chat,Medium,12.27,Yes,3,No
TKT00022272,CUST012354,2025-09-10,General Question,Phone,Medium,31.72,Yes,2,No
TKT00019953,CUST021150,2025-10-15,General Question,Chat,Low,10.03,Yes,4,No
TKT00000882,CUST031540,2026-04-12,Delivery Problem,Chat,Medium,12.15,Yes,2,Yes
TKT00011879,CUST031799,2026-05-02,Prime Video Issue,Chat,Medium,4.63,Yes,4,No
TKT00023813,CUST005340,2026-05-02,Delivery Problem,Phone,Medium,,No,,Yes
TKT00013927,CUST041755,2025-10-23,Delivery Problem,Phone,Low,5.77,Yes,2,No
TKT00005268,CUST006639,2026-06-19,Prime Video Issue,Help Center,High,4.85,Yes,4,No
TKT00013670,CUST028068,2026-04-22,Prime Video Issue,Help Center,Medium,51.29,Yes,3,Yes
TKT00027334,CUST003740,2026-01-24,General Question,Chat,Low,,No,,No
TKT00025154,CUST006563,2025-09-12,General Question,Phone,Low,34.57,Yes,3,Yes
TKT00014409,CUST037796,2026-02-16,Cancellation Request,Help Center,Medium,3.47,Yes,5,No
TKT00034012,CUST025447,2026-06-02,Membership Billing,Social Media,Medium,7.7,Yes,2,No
TKT00000102,CUST029434,2025-12-22,Payment Failure,Email,High,5.13,Yes,3,No
TKT00008307,CUST000481,2025-09-05,Refund Request,Email,Low,6.78,Yes,3,No
TKT00030641,CUST044877,2026-06-25,Membership Billing,Email,Medium,13.19,Yes,4,Yes
TKT00021179,CUST040264,2026-04-26,Delivery Problem,Phone,Medium,21.11,Yes,4,No
TKT00000252,CUST004070,2026-04-17,Prime Video Issue,Phone,Low,55.85,Yes,2,No
TKT00023778,CUST008485,2026-04-28,General Question,Phone,Medium,2.46,Yes,4,No
TKT00026943,CUST049463,2026-02-09,General Question,Phone,Low,4.76,Yes,4,Yes
TKT00013756,CUST019408,2025-07-26,Cancellation Request,Phone,Medium,20.18,Yes,2,Yes
TKT00029589,CUST049467,2026-04-02,Delivery Problem,Email,Medium,7.21,Yes,3,No
TKT00019974,CUST038335,2026-06-13,General Question,Social Media,High,2.35,Yes,3,No
TKT00022036,CUST020208,2026-06-19,Delivery Problem,Chat,Low,23.57,Yes,4,No
TKT00018188,CUST018540,2026-06-04,Prime Video Issue,Help Center,Low,7.0,Yes,3,No
TKT00016772,CUST034569,2026-04-22,Cancellation Request,Email,Low,43.74,Yes,4,Yes
TKT00033752,CUST038069,2025-10-17,Cancellation Request,Social Media,Medium,5.56,Yes,2,Yes
TKT00030279,CUST002761,2026-04-27,Account Access,Chat,Low,12.0,Yes,3,No
TKT00005914,CUST045350,2025-11-10,General Question,Email,High,11.24,Yes,4,No
TKT00005040,CUST015310,2026-01-14,Membership Billing,Phone,Medium,13.05,Yes,5,No
TKT00003002,CUST006239,2026-05-10,Cancellation Request,Chat,High,6.94,Yes,3,No
TKT00015481,CUST012832,2026-03-06,Payment Failure,Help Center,Low,11.91,Yes,4,Yes
TKT00022409,CUST039274,2024-12-09,General Question,Chat,Low,6.65,Yes,5,No
TKT00013548,CUST045274,2026-03-22,Prime Video Issue,Chat,Medium,8.41,Yes,4,No
TKT00029080,CUST000863,2025-12-03,General Question,Chat,Medium,,No,,Yes
TKT00031870,CUST020439,2026-06-08,Refund Request,Chat,Low,22.2,Yes,3,No
TKT00001414,CUST038162,2025-09-28,Prime Video Issue,Help Center,Medium,5.5,Yes,4,No
TKT00031177,CUST002742,2025-05-17,Prime Video Issue,Phone,Medium,4.41,Yes,4,No
TKT00001013,CUST031509,2025-09-11,General Question,Chat,Medium,31.57,Yes,3,No
TKT00029102,CUST038003,2024-10-20,Refund Request,Phone,Medium,1.82,Yes,3,No
TKT00029651,CUST017405,2026-05-28,General Question,Phone,High,5.98,Yes,4,Yes
TKT00008206,CUST039236,2026-02-03,Refund Request,Chat,Medium,15.76,Yes,4,No
TKT00013643,CUST017286,2025-08-16,Delivery Problem,Chat,Medium,7.93,Yes,4,No
TKT00020597,CUST039109,2026-03-11,Prime Video Issue,Chat,Medium,8.35,Yes,3,No
TKT00012584,CUST019394,2025-11-02,General Question,Email,High,4.4,Yes,3,No
TKT00034543,CUST038881,2026-02-18,Refund Request,Help Center,Medium,21.24,Yes,3,Yes
TKT00024779,CUST021336,2025-08-03,Delivery Problem,Chat,High,7.65,Yes,1,No
TKT00012839,CUST043497,2026-06-18,Refund Request,Help Center,High,7.54,Yes,4,No
TKT00019737,CUST009392,2026-03-01,Membership Billing,Email,Medium,5.02,Yes,3,No
TKT00001549,CUST045775,2026-04-06,Membership Billing,Phone,Low,7.45,Yes,3,No
TKT00009163,CUST032355,2026-02-17,Account Access,Email,Medium,6.57,Yes,3,No
TKT00000577,CUST036996,2025-09-15,Prime Video Issue,Phone,Medium,4.55,Yes,4,No
TKT00001486,CUST032041,2025-01-07,Prime Video Issue,Social Media,Medium,22.6,Yes,2,No
TKT00025237,CUST009977,2025-10-17,Refund Request,Email,High,7.79,Yes,4,No
TKT00024895,CUST042475,2026-02-23,Payment Failure,Email,Low,33.71,Yes,2,No
TKT00027491,CUST035203,2025-11-27,General Question,Phone,Medium,4.95,Yes,4,No
TKT00004841,CUST042170,2025-12-07,Payment Failure,Phone,Low,23.6,Yes,2,Yes
TKT00017634,CUST042678,2025-09-24,General Question,Phone,Medium,4.0,Yes,3,No
TKT00022391,CUST017820,2026-03-09,Delivery Problem,Phone,High,41.73,Yes,4,No
TKT00006327,CUST013210,2026-06-21,Refund Request,Email,Medium,15.46,Yes,3,No
TKT00007103,CUST015456,2026-03-08,General Question,Phone,High,3.84,Yes,3,No
TKT00013295,CUST048530,2026-06-04,General Question,Chat,Medium,3.24,Yes,4,Yes
TKT00006056,CUST001977,2025-11-13,Payment Failure,Help Center,High,4.06,Yes,3,No
TKT00015807,CUST000363,2026-05-07,Refund Request,Phone,Medium,16.83,Yes,3,No
TKT00000904,CUST017017,2026-03-24,Membership Billing,Chat,High,14.95,Yes,4,No
TKT00024949,CUST045374,2026-05-23,Payment Failure,Help Center,High,2.17,Yes,4,No
TKT00016738,CUST009318,2024-12-31,Delivery Problem,Help Center,Low,5.3,Yes,4,No
TKT00022284,CUST049293,2025-03-25,Refund Request,Chat,High,2.63,Yes,3,No
TKT00023563,CUST048468,2025-12-22,Refund Request,Chat,Medium,6.4,Yes,4,No
TKT00028198,CUST010259,2025-03-26,General Question,Chat,Medium,3.76,Yes,5,No
TKT00033302,CUST034049,2025-11-29,Cancellation Request,Email,High,4.2,Yes,3,No
TKT00020073,CUST027147,2025-09-18,Account Access,Chat,Low,7.79,Yes,5,No
TKT00008049,CUST008370,2025-11-28,Delivery Problem,Chat,High,1.8,Yes,4,No
TKT00024554,CUST007919,2025-05-25,Prime Video Issue,Email,High,5.3,Yes,3,Yes
TKT00010310,CUST048065,2025-06-19,Membership Billing,Chat,Medium,3.41,Yes,4,No
TKT00028595,CUST003241,2024-12-23,Prime Video Issue,Email,Medium,4.99,Yes,4,No
TKT00014375,CUST006600,2026-03-11,Refund Request,Chat,Medium,26.08,Yes,3,No
TKT00022584,CUST036954,2026-04-16,Prime Video Issue,Chat,Medium,32.62,Yes,3,No
TKT00001272,CUST016817,2026-03-21,Delivery Problem,Help Center,Low,11.86,Yes,5,No
TKT00009214,CUST049750,2026-05-13,Prime Video Issue,Phone,High,8.63,Yes,4,No
TKT00022433,CUST013656,2026-04-08,Prime Video Issue,Chat,Medium,11.5,Yes,4,No
TKT00003785,CUST000729,2026-01-06,Account Access,Phone,Low,10.63,Yes,4,Yes
TKT00021346,CUST027437,2025-10-27,Refund Request,Phone,High,5.83,Yes,4,No
TKT00006614,CUST004792,2025-08-04,Refund Request,Chat,Medium,1.01,Yes,4,No
TKT00031072,CUST003658,2026-03-25,Delivery Problem,Phone,High,6.15,Yes,2,No
TKT00010891,CUST016420,2024-11-11,Prime Video Issue,Chat,Medium,55.67,Yes,2,No
TKT00016090,CUST042890,2024-11-24,Delivery Problem,Phone,Medium,,No,,Yes
TKT00028754,CUST012840,2025-05-21,General Question,Phone,Medium,14.12,Yes,3,No
TKT00008418,CUST015491,2026-05-28,Refund Request,Chat,Medium,,No,,Yes
TKT00006708,CUST004630,2025-12-07,Membership Billing,Chat,Low,16.1,Yes,4,No
TKT00010534,CUST027548,2026-01-06,Delivery Problem,Chat,High,6.09,Yes,3,Yes
TKT00000911,CUST008087,2026-02-08,Account Access,Email,Low,9.52,Yes,3,No
TKT00008729,CUST004535,2026-03-21,Membership Billing,Email,High,9.3,Yes,3,No
TKT00019602,CUST038933,2025-10-06,Prime Video Issue,Email,Low,9.33,Yes,4,No
TKT00030907,CUST003510,2025-04-07,Membership Billing,Email,Medium,16.38,Yes,3,No
TKT00001796,CUST029340,2025-09-16,Delivery Problem,Email,Medium,15.48,Yes,2,No
TKT00004610,CUST029074,2024-12-10,Membership Billing,Email,Medium,35.1,Yes,4,No
TKT00008570,CUST025507,2024-10-08,Delivery Problem,Chat,High,1.2,Yes,4,No
TKT00008633,CUST044114,2025-05-10,General Question,Email,Medium,6.98,Yes,5,No
TKT00005796,CUST038612,2025-02-01,Account Access,Email,Medium,3.22,Yes,4,No
TKT00024010,CUST049583,2026-06-22,Prime Video Issue,Chat,Medium,14.9,Yes,3,No
TKT00026528,CUST015898,2025-03-30,Refund Request,Chat,Low,8.34,Yes,3,No
TKT00032453,CUST026921,2024-11-19,Delivery Problem,Phone,High,4.0,Yes,4,No
TKT00024480,CUST024098,2026-03-26,Delivery Problem,Chat,Low,6.79,Yes,4,No
TKT00034857,CUST008194,2025-07-20,Payment Failure,Chat,Low,12.89,Yes,3,No
TKT00017879,CUST021557,2025-11-05,Prime Video Issue,Email,High,2.85,Yes,5,No
TKT00028632,CUST025683,2026-01-20,Delivery Problem,Chat,High,4.47,Yes,3,No
TKT00014704,CUST045189,2025-11-01,Membership Billing,Email,Medium,18.24,Yes,3,No
TKT00012615,CUST047956,2026-01-12,Delivery Problem,Chat,Medium,10.53,Yes,4,No
TKT00017863,CUST002543,2026-02-15,Payment Failure,Email,Low,2.65,Yes,3,No
TKT00019484,CUST024282,2026-04-11,Delivery Problem,Help Center,Medium,2.29,Yes,5,Yes
TKT00025395,CUST022384,2026-01-03,General Question,Help Center,Low,17.57,Yes,3,No
TKT00009521,CUST047608,2025-10-08,Refund Request,Chat,Medium,4.03,Yes,3,No
TKT00005776,CUST010379,2026-03-30,Payment Failure,Phone,High,2.17,Yes,4,No
TKT00030789,CUST037833,2025-11-19,Membership Billing,Chat,Low,3.17,Yes,4,No
TKT00005196,CUST048461,2026-05-29,Membership Billing,Email,Low,2.21,Yes,4,No
TKT00009749,CUST037165,2025-08-27,Delivery Problem,Chat,Medium,20.72,Yes,3,No
TKT00034854,CUST033037,2026-06-01,General Question,Social Media,High,10.38,Yes,4,No
TKT00030133,CUST020564,2026-02-07,Refund Request,Chat,Low,33.88,Yes,3,Yes
TKT00024969,CUST041401,2025-11-13,Prime Video Issue,Email,Medium,9.69,Yes,2,No
TKT00027641,CUST045820,2026-04-04,Prime Video Issue,Help Center,Medium,20.24,Yes,3,No
TKT00031057,CUST015091,2025-09-20,Cancellation Request,Phone,Low,7.34,Yes,2,Yes
TKT00014297,CUST003663,2026-03-23,Refund Request,Help Center,Medium,,No,,No
TKT00015009,CUST036775,2026-03-03,Account Access,Help Center,Critical,10.83,Yes,4,No
TKT00020684,CUST026336,2026-02-12,Delivery Problem,Help Center,High,12.54,Yes,4,No
TKT00019436,CUST044691,2025-09-27,Delivery Problem,Phone,High,2.31,Yes,4,Yes
TKT00022691,CUST000938,2025-06-03,Membership Billing,Chat,High,2.63,Yes,5,No
TKT00020259,CUST031704,2026-06-10,Payment Failure,Chat,Critical,3.4,Yes,4,Yes
TKT00023878,CUST041671,2025-06-18,Payment Failure,Phone,High,,No,,Yes
TKT00000539,CUST014886,2026-05-25,Membership Billing,Phone,Medium,8.7,Yes,3,Yes
TKT00011983,CUST032922,2026-06-16,Prime Video Issue,Phone,Low,18.99,Yes,4,No
TKT00000391,CUST029006,2026-04-05,Payment Failure,Phone,Medium,4.81,Yes,2,No
TKT00032308,CUST002047,2026-06-16,Membership Billing,Chat,Medium,,No,,Yes
TKT00007394,CUST049940,2026-02-17,General Question,Help Center,Medium,1.13,Yes,3,No
TKT00001148,CUST039657,2026-01-24,Account Access,Email,Low,10.0,Yes,3,Yes
TKT00022879,CUST046965,2026-02-15,Delivery Problem,Social Media,Medium,13.51,Yes,4,No
TKT00025967,CUST021397,2026-04-19,Refund Request,Phone,Low,32.44,Yes,4,No
TKT00009182,CUST033865,2025-12-24,Delivery Problem,Email,High,17.11,Yes,4,No
TKT00001918,CUST043018,2025-09-17,Delivery Problem,Social Media,Medium,2.03,Yes,4,Yes
TKT00023684,CUST001947,2025-12-12,Prime Video Issue,Chat,Low,74.0,Yes,3,No
TKT00018639,CUST039844,2025-12-06,Membership Billing,Email,Low,4.13,Yes,4,No
TKT00004994,CUST039210,2025-08-17,Membership Billing,Chat,Low,45.14,Yes,3,No
TKT00001994,CUST038543,2026-06-18,General Question,Help Center,Medium,3.75,Yes,4,Yes
TKT00028883,CUST016944,2025-08-24,Payment Failure,Phone,High,5.03,Yes,4,No
TKT00022623,CUST038462,2025-07-11,Account Access,Phone,Medium,6.89,Yes,4,No
TKT00000284,CUST039867,2026-02-25,Cancellation Request,Chat,Medium,1.81,Yes,3,No
TKT00006509,CUST029464,2024-10-11,Account Access,Phone,Medium,15.53,Yes,3,No
TKT00007690,CUST047220,2025-12-13,General Question,Phone,Medium,4.39,Yes,4,No
TKT00030754,CUST036546,2025-06-11,Prime Video Issue,Phone,Low,9.33,Yes,4,No
TKT00013079,CUST021497,2026-06-19,Membership Billing,Chat,Medium,18.21,Yes,4,No
TKT00034063,CUST012213,2025-09-22,Cancellation Request,Phone,High,13.52,Yes,5,No
TKT00003102,CUST045123,2026-01-21,Cancellation Request,Chat,Low,39.62,Yes,3,No
TKT00031627,CUST002571,2026-06-03,Prime Video Issue,Chat,Low,11.21,Yes,3,No
TKT00003638,CUST048906,2025-09-10,Refund Request,Chat,Low,23.44,Yes,2,No
TKT00010588,CUST017340,2025-12-29,Payment Failure,Help Center,Medium,10.64,Yes,4,Yes
TKT00031963,CUST027153,2026-04-09,Account Access,Email,Low,15.84,Yes,2,No
TKT00023796,CUST005528,2025-08-13,Payment Failure,Phone,Low,11.54,Yes,4,No
TKT00010974,CUST000110,2025-01-24,Refund Request,Email,Low,30.5,Yes,3,Yes
TKT00023333,CUST006704,2025-07-15,Membership Billing,Help Center,High,4.72,Yes,4,No
TKT00022109,CUST047410,2026-01-05,Prime Video Issue,Phone,Medium,23.09,Yes,2,No
TKT00007221,CUST019868,2025-09-03,General Question,Email,High,2.4,Yes,4,No
TKT00010062,CUST007934,2026-06-08,Account Access,Chat,Critical,4.58,Yes,3,No
TKT00014562,CUST024640,2026-04-04,General Question,Email,Low,10.97,Yes,3,No
TKT00020893,CUST001738,2026-05-21,Account Access,Help Center,Medium,11.21,Yes,3,No
TKT00000091,CUST013262,2026-02-16,Refund Request,Chat,High,12.55,Yes,4,No
TKT00008742,CUST023997,2025-12-17,Prime Video Issue,Help Center,Low,13.04,Yes,4,No
TKT00005459,CUST047601,2026-05-16,Membership Billing,Chat,High,15.54,Yes,4,No
TKT00008088,CUST040768,2024-12-11,Prime Video Issue,Chat,Medium,,No,,No
TKT00002409,CUST000626,2026-01-10,Prime Video Issue,Chat,Low,28.22,Yes,4,No
TKT00003049,CUST042739,2026-01-29,Delivery Problem,Chat,Medium,9.49,Yes,3,No
TKT00019894,CUST037497,2026-06-10,Cancellation Request,Social Media,Medium,2.02,Yes,3,No
TKT00020304,CUST023059,2026-02-24,Prime Video Issue,Chat,Medium,3.35,Yes,3,No
TKT00014078,CUST026638,2026-01-31,Membership Billing,Phone,Low,2.66,Yes,4,No
TKT00001612,CUST037919,2026-06-22,Delivery Problem,Email,High,18.23,Yes,4,No
TKT00026701,CUST002584,2026-05-25,Membership Billing,Chat,Low,23.74,Yes,3,Yes
TKT00029236,CUST048435,2026-06-14,General Question,Help Center,Low,7.61,Yes,2,No
TKT00012833,CUST026569,2025-09-04,Delivery Problem,Email,High,17.02,Yes,3,No
TKT00003106,CUST011566,2026-04-15,Prime Video Issue,Social Media,Medium,7.06,Yes,3,No
TKT00006647,CUST009863,2026-05-01,Payment Failure,Email,Medium,8.98,Yes,2,No
TKT00027280,CUST014419,2026-01-14,Membership Billing,Help Center,Medium,3.5,Yes,5,No
TKT00014351,CUST025932,2024-12-28,Delivery Problem,Chat,Low,19.93,Yes,4,No
TKT00008639,CUST007795,2026-01-02,Refund Request,Phone,Low,6.73,Yes,3,No
TKT00025171,CUST000344,2026-04-18,General Question,Email,Medium,,No,,No
TKT00025759,CUST012106,2026-05-25,Refund Request,Email,Low,15.3,Yes,4,No
TKT00032139,CUST018509,2024-10-29,General Question,Email,Medium,5.4,Yes,4,No
TKT00017517,CUST004104,2025-11-17,Cancellation Request,Chat,Low,11.26,Yes,4,No
TKT00013423,CUST040318,2025-06-20,Prime Video Issue,Phone,Low,4.28,Yes,5,No
TKT00009239,CUST030326,2026-02-14,Cancellation Request,Chat,Low,6.67,Yes,3,Yes
TKT00002669,CUST020025,2026-03-18,Payment Failure,Chat,Medium,8.19,Yes,2,No
TKT00034310,CUST014282,2026-01-23,Prime Video Issue,Social Media,Medium,5.67,Yes,3,No
TKT00014823,CUST032088,2025-10-14,Account Access,Help Center,Medium,21.37,Yes,4,No
TKT00020203,CUST026503,2025-06-04,General Question,Phone,High,7.49,Yes,4,No
TKT00026547,CUST026847,2025-08-11,Account Access,Phone,High,3.46,Yes,4,No
TKT00006609,CUST029852,2025-11-23,Delivery Problem,Chat,Medium,18.59,Yes,3,No
TKT00027010,CUST037315,2026-03-19,Membership Billing,Social Media,High,20.61,Yes,2,Yes
TKT00011290,CUST023370,2026-04-21,Account Access,Chat,Critical,9.29,Yes,3,No
TKT00015805,CUST034636,2026-03-02,Cancellation Request,Help Center,Low,5.89,Yes,5,No
TKT00009070,CUST044778,2026-06-22,General Question,Phone,Low,9.09,Yes,3,No
TKT00031950,CUST049345,2025-01-18,Membership Billing,Email,Low,2.43,Yes,3,No
TKT00030401,CUST015225,2026-06-01,General Question,Chat,Low,10.41,Yes,4,No
TKT00020217,CUST038344,2025-05-16,General Question,Phone,Medium,12.53,Yes,3,Yes
TKT00020251,CUST044105,2026-05-27,Account Access,Chat,Medium,7.06,Yes,3,No
TKT00023418,CUST015165,2025-03-07,Cancellation Request,Email,High,12.64,Yes,3,No
TKT00003086,CUST010845,2026-06-09,General Question,Chat,Low,11.9,Yes,5,No
TKT00030302,CUST026383,2025-12-24,Refund Request,Social Media,Low,9.26,Yes,5,No
TKT00020421,CUST000942,2026-06-15,Membership Billing,Help Center,Medium,7.54,Yes,4,No
