customer_id,churn_probability,predicted_churn,actual_churn_next_30_days
CUST016093,0.8422,1,0
CUST016969,0.3335,0,0
CUST017963,0.0701,0,0
CUST049201,0.8363,1,0
CUST020089,0.0914,0,0
CUST005439,0.0827,0,0
CUST038094,0.4141,0,0
CUST040633,0.0596,0,0
CUST005637,0.0544,0,0
CUST038405,0.0404,0,0
CUST022669,0.1305,0,0
CUST042784,0.0759,0,0
CUST026940,0.0793,0,0
CUST043624,0.8974,1,1
CUST035489,0.0675,0,0
CUST016569,0.332,0,0
CUST006670,0.2283,0,0
CUST035238,0.8018,1,0
CUST005046,0.1451,0,0
CUST018318,0.8532,1,1
CUST013694,0.0507,0,0
CUST029025,0.0802,0,0
CUST027547,0.1943,0,0
CUST017882,0.0964,0,0
CUST009852,0.2165,0,0
CUST011083,0.1103,0,0
CUST047413,0.0665,0,0
CUST025519,0.1937,0,0
CUST037942,0.1256,0,0
CUST047885,0.1221,0,0
CUST041505,0.4005,0,0
CUST003560,0.0553,0,0
CUST017979,0.118,0,0
CUST022199,0.0675,0,0
CUST043400,0.053,0,0
CUST007642,0.0456,0,0
CUST012904,0.0716,0,0
CUST009327,0.0443,0,0
CUST020530,0.3078,0,0
CUST023287,0.2019,0,0
CUST018632,0.8102,1,0
CUST023513,0.0965,0,0
CUST035683,0.0823,0,0
CUST019350,0.1261,0,0
CUST038351,0.2822,0,0
CUST036110,0.0416,0,0
CUST049456,0.1208,0,0
CUST009508,0.1843,0,0
CUST010725,0.052,0,0
CUST040421,0.1337,0,0
CUST028385,0.0484,0,0
CUST010280,0.0664,0,0
CUST033659,0.8313,1,1
CUST005794,0.2252,0,0
CUST045126,0.551,1,0
CUST033974,0.1084,0,0
CUST048628,0.045,0,0
CUST020837,0.3233,0,0
CUST041309,0.0942,0,0
CUST009546,0.0866,0,0
CUST021992,0.0377,0,0
CUST001854,0.1025,0,0
CUST030438,0.1223,0,0
CUST006823,0.0874,0,0
CUST024679,0.5938,1,0
CUST015254,0.8033,1,0
CUST034211,0.1353,0,0
CUST028064,0.0561,0,0
CUST024967,0.1368,0,0
CUST045898,0.6957,1,0
CUST048091,0.3782,0,0
CUST002477,0.0506,0,0
CUST028926,0.4073,0,0
CUST012600,0.0687,0,0
CUST047856,0.8799,1,0
CUST049689,0.7523,1,1
CUST037914,0.1265,0,0
CUST016593,0.0757,0,0
CUST001196,0.0768,0,0
CUST006524,0.0771,0,0
CUST046155,0.6771,1,0
CUST015653,0.1077,0,0
CUST011537,0.4935,0,0
CUST010836,0.1565,0,0
CUST041099,0.596,1,0
CUST016741,0.1241,0,0
CUST021627,0.2494,0,0
CUST029560,0.6005,1,0
CUST010142,0.0859,0,0
CUST019129,0.0951,0,0
CUST042564,0.0853,0,0
CUST006956,0.0559,0,0
CUST036526,0.055,0,0
CUST031637,0.1122,0,0
CUST000950,0.0661,0,0
CUST044594,0.0896,0,0
CUST022828,0.4759,0,0
CUST034841,0.7428,1,0
CUST027876,0.266,0,0
CUST033753,0.0675,0,0
CUST012126,0.0598,0,0
CUST032720,0.2087,0,0
CUST040030,0.0858,0,0
CUST044322,0.0672,0,0
CUST036368,0.7807,1,0
CUST044172,0.1681,0,1
CUST046045,0.1264,0,0
CUST038169,0.596,1,0
CUST048883,0.0961,0,0
CUST012062,0.1266,0,0
CUST017537,0.0528,0,0
CUST020606,0.0575,0,0
CUST027256,0.0829,0,0
CUST046943,0.1152,0,0
CUST016130,0.0662,0,0
CUST002818,0.0922,0,0
CUST003107,0.0616,0,0
CUST036996,0.1315,0,0
CUST011407,0.4665,0,0
CUST040335,0.2271,0,0
CUST030061,0.392,0,0
CUST008337,0.0459,0,0
CUST037367,0.7143,1,0
CUST034820,0.7184,1,0
CUST018752,0.0565,0,0
CUST032282,0.6557,1,0
CUST015379,0.063,0,0
CUST028221,0.5274,1,0
CUST043905,0.7522,1,0
CUST042958,0.4002,0,0
CUST039268,0.1634,0,0
CUST039738,0.8712,1,0
CUST021993,0.2329,0,0
CUST046405,0.3236,0,0
CUST002751,0.8322,1,0
CUST032294,0.1106,0,0
CUST024447,0.826,1,0
CUST021742,0.8488,1,0
CUST002383,0.0765,0,0
CUST007312,0.3787,0,0
CUST029644,0.0481,0,0
CUST019293,0.1944,0,0
CUST041675,0.1519,0,0
CUST049607,0.2234,0,0
CUST021808,0.2888,0,0
CUST019207,0.0987,0,0
CUST013032,0.5794,1,0
CUST010762,0.4618,0,0
CUST003942,0.0926,0,0
CUST011601,0.5774,1,0
CUST000124,0.0571,0,0
CUST035501,0.0605,0,0
CUST004744,0.0752,0,0
CUST044992,0.1,0,0
CUST026025,0.0396,0,0
CUST039232,0.1879,0,0
CUST008268,0.9273,1,1
CUST036399,0.1089,0,0
CUST036010,0.068,0,0
CUST017382,0.1852,0,0
CUST017734,0.1912,0,0
CUST014987,0.086,0,0
CUST025907,0.112,0,0
CUST012962,0.8974,1,0
CUST030591,0.134,0,0
CUST021316,0.0621,0,0
CUST049725,0.0633,0,0
CUST027040,0.8588,1,0
CUST024763,0.0762,0,0
CUST005818,0.096,0,0
CUST031723,0.0375,0,0
CUST016790,0.1729,0,0
CUST038222,0.1525,0,0
CUST032799,0.2276,0,0
CUST039172,0.3699,0,0
CUST046991,0.8556,1,1
CUST016281,0.068,0,0
CUST020336,0.0592,0,0
CUST004558,0.3005,0,0
CUST025131,0.0843,0,0
CUST016458,0.1554,0,0
CUST015984,0.0467,0,0
CUST045570,0.0425,0,0
CUST009093,0.0363,0,0
CUST023984,0.1022,0,0
CUST044008,0.1136,0,0
CUST006651,0.1219,0,0
CUST037406,0.0645,0,0
CUST009614,0.1011,0,0
CUST025648,0.1094,0,0
CUST022462,0.5482,1,0
CUST013702,0.0567,0,0
CUST007082,0.0517,0,0
CUST038604,0.0896,0,0
CUST029443,0.1553,0,0
CUST019198,0.1774,0,0
CUST030111,0.1044,0,0
CUST039469,0.0678,0,0
CUST031307,0.3404,0,0
CUST046603,0.4927,0,0
CUST028198,0.4063,0,0
CUST028202,0.0568,0,0
CUST007029,0.0552,0,0
CUST013722,0.0643,0,0
CUST048419,0.8018,1,0
CUST004044,0.0849,0,0
CUST030889,0.0556,0,0
CUST022937,0.1568,0,0
CUST015711,0.0817,0,0
CUST018766,0.1536,0,0
CUST039667,0.0675,0,0
CUST034022,0.5115,1,0
CUST028396,0.0528,0,0
CUST035026,0.0492,0,0
CUST008334,0.2927,0,0
CUST002902,0.07,0,0
CUST046573,0.8717,1,0
CUST029396,0.0753,0,0
CUST035890,0.1047,0,0
CUST006099,0.7222,1,0
CUST021606,0.0525,0,0
CUST027423,0.2304,0,0
CUST027069,0.8991,1,0
CUST038999,0.2479,0,0
CUST014457,0.2305,0,0
CUST035922,0.0675,0,0
CUST005489,0.5755,1,0
CUST002716,0.084,0,0
CUST011059,0.2106,0,0
CUST020646,0.3081,0,0
CUST030296,0.1039,0,0
CUST048736,0.0548,0,0
CUST043672,0.0781,0,0
CUST008392,0.0753,0,0
CUST040747,0.6684,1,0
CUST046705,0.5028,1,0
CUST048835,0.9294,1,1
CUST003376,0.4813,0,0
CUST007434,0.4376,0,0
CUST049126,0.1918,0,0
CUST021404,0.0841,0,0
CUST002990,0.1639,0,0
CUST014169,0.3703,0,0
CUST013763,0.0961,0,0
CUST006935,0.0815,0,0
CUST024968,0.0959,0,0
CUST032847,0.0574,0,0
CUST024642,0.5535,1,0
CUST024676,0.852,1,0
CUST005484,0.8261,1,0
CUST029685,0.4166,0,0
CUST019596,0.2267,0,0
CUST004399,0.8673,1,1
CUST026779,0.4772,0,0
CUST036729,0.0851,0,0
CUST032379,0.0563,0,0
CUST024257,0.7412,1,0
CUST018425,0.139,0,0
CUST028883,0.1192,0,0
CUST021928,0.8991,1,1
CUST003976,0.074,0,0
CUST010545,0.5906,1,0
CUST008182,0.0944,0,0
CUST012104,0.0703,0,0
CUST008049,0.2026,0,0
CUST029795,0.0459,0,0
CUST017753,0.0819,0,0
CUST039338,0.077,0,0
CUST026197,0.0733,0,0
CUST004265,0.1009,0,0
CUST009011,0.0888,0,0
CUST007608,0.3382,0,0
CUST033052,0.2823,0,0
CUST031328,0.4558,0,0
CUST048121,0.5749,1,0
CUST030428,0.0886,0,0
CUST041172,0.0959,0,0
CUST006314,0.0859,0,0
CUST004869,0.0929,0,0
CUST027621,0.1559,0,0
CUST001359,0.1788,0,0
CUST042320,0.2352,0,0
CUST020591,0.5549,1,0
CUST047006,0.0973,0,0
CUST036832,0.5565,1,0
CUST043717,0.1686,0,0
CUST048438,0.8303,1,0
CUST031112,0.1673,0,0
CUST019684,0.1533,0,0
CUST043517,0.335,0,0
CUST030127,0.128,0,0
CUST018446,0.8158,1,0
CUST016698,0.1192,0,0
CUST029500,0.7339,1,0
CUST024906,0.085,0,0
CUST045654,0.1296,0,0
CUST024086,0.2139,0,0
CUST047860,0.3098,0,0
CUST048413,0.1449,0,0
CUST008145,0.0425,0,0
CUST003845,0.1633,0,0
CUST045652,0.0741,0,0
CUST004711,0.0762,0,0
CUST044244,0.0623,0,0
CUST049397,0.4041,0,0
CUST012282,0.2746,0,0
CUST000510,0.345,0,0
CUST043681,0.0524,0,0
CUST036674,0.0886,0,0
CUST049444,0.488,0,0
CUST015444,0.0886,0,0
CUST015030,0.0661,0,0
CUST035606,0.116,0,0
CUST026177,0.2428,0,0
CUST042835,0.6398,1,0
CUST011309,0.1865,0,0
CUST038664,0.0982,0,0
CUST027987,0.1579,0,0
CUST045566,0.0553,0,0
CUST000881,0.065,0,0
CUST034287,0.068,0,0
CUST006133,0.5716,1,1
CUST046196,0.1506,0,0
CUST037696,0.0992,0,0
CUST001650,0.0718,0,0
CUST008733,0.0894,0,0
CUST018771,0.7509,1,0
CUST047444,0.2776,0,0
CUST029395,0.2121,0,0
CUST016164,0.2131,0,0
CUST003122,0.0618,0,0
CUST023711,0.2205,0,1
CUST019783,0.1521,0,0
CUST025788,0.1228,0,0
CUST006714,0.8624,1,0
CUST024273,0.5854,1,0
CUST025668,0.1707,0,0
CUST026718,0.0791,0,0
CUST042739,0.2604,0,0
CUST017609,0.1084,0,0
CUST018805,0.4197,0,0
CUST047978,0.0752,0,0
CUST021384,0.0743,0,0
CUST033229,0.0955,0,0
CUST015393,0.1629,0,0
CUST039922,0.1558,0,0
CUST018991,0.7682,1,1
CUST012624,0.2379,0,0
CUST007148,0.0508,0,0
CUST014925,0.403,0,0
CUST017183,0.4562,0,0
CUST049096,0.0652,0,0
CUST033463,0.857,1,1
CUST031352,0.1213,0,0
CUST006768,0.567,1,0
CUST016846,0.1704,0,0
CUST025557,0.2765,0,0
CUST025291,0.859,1,0
CUST023691,0.1884,0,0
CUST049747,0.0643,0,0
CUST002959,0.2111,0,0
CUST043290,0.1477,0,0
CUST030654,0.2391,0,0
CUST040040,0.1824,0,0
CUST008151,0.3069,0,0
CUST015222,0.0786,0,0
CUST036730,0.5204,1,0
CUST005624,0.6727,1,0
CUST031609,0.6565,1,1
CUST011483,0.1675,0,0
CUST025247,0.8156,1,0
CUST026509,0.6322,1,0
CUST013841,0.0491,0,0
CUST029015,0.7262,1,0
CUST015462,0.7306,1,0
CUST019940,0.8322,1,0
CUST007605,0.408,0,0
CUST011535,0.368,0,0
CUST009993,0.5784,1,0
CUST026023,0.1214,0,0
CUST008370,0.0516,0,0
CUST027488,0.1878,0,0
CUST034788,0.1159,0,0
CUST026547,0.0716,0,0
CUST007018,0.093,0,0
CUST031471,0.0448,0,0
CUST002398,0.8498,1,0
CUST045635,0.0531,0,0
CUST031476,0.1114,0,0
CUST039141,0.2085,0,0
CUST046825,0.0984,0,0
CUST033216,0.0675,0,0
CUST022817,0.1021,0,0
CUST015956,0.0406,0,0
CUST005092,0.0472,0,0
CUST023397,0.1864,0,0
CUST033873,0.5442,1,0
CUST043662,0.2537,0,0
CUST014328,0.2001,0,0
CUST021589,0.8837,1,0
CUST009844,0.0598,0,0
CUST020863,0.5677,1,0
CUST028315,0.8367,1,0
CUST014253,0.9025,1,1
CUST049464,0.0914,0,0
CUST000922,0.1006,0,0
CUST000403,0.1697,0,0
CUST049738,0.0875,0,0
CUST012338,0.0602,0,0
CUST005564,0.735,1,0
CUST039566,0.1626,0,0
CUST024512,0.0957,0,0
CUST034680,0.1712,0,0
CUST041063,0.1914,0,0
CUST047997,0.0542,0,0
CUST021156,0.5052,1,0
CUST049917,0.0828,0,0
CUST045427,0.0662,0,0
CUST032779,0.0578,0,0
CUST041372,0.2534,0,0
CUST035748,0.4825,0,0
CUST020083,0.1153,0,0
CUST045200,0.0949,0,0
CUST015958,0.552,1,0
CUST032846,0.0825,0,0
CUST049212,0.1232,0,0
CUST034596,0.0877,0,0
CUST019076,0.217,0,0
CUST012179,0.658,1,0
CUST035813,0.0756,0,0
CUST034278,0.6618,1,0
CUST044336,0.2411,0,0
CUST023336,0.0805,0,0
CUST039973,0.0478,0,0
CUST000743,0.1287,0,0
CUST004502,0.0709,0,0
CUST026135,0.1556,0,0
CUST039431,0.8991,1,0
CUST004506,0.1006,0,0
CUST048312,0.0861,0,0
CUST038293,0.0724,0,0
CUST028399,0.5963,1,0
CUST039035,0.2039,0,0
CUST023733,0.6287,1,0
CUST009557,0.1894,0,0
CUST003539,0.3696,0,0
CUST049159,0.0822,0,0
CUST028947,0.6854,1,1
CUST028771,0.5617,1,0
CUST023421,0.0767,0,0
CUST024630,0.5505,1,0
CUST004414,0.5952,1,0
CUST001990,0.1343,0,0
CUST034442,0.0483,0,0
CUST021946,0.2593,0,0
CUST026731,0.6143,1,0
CUST009754,0.0845,0,0
CUST039518,0.0862,0,0
CUST040353,0.8947,1,0
CUST031675,0.3932,0,1
CUST014655,0.1119,0,0
CUST035257,0.8141,1,0
CUST005449,0.0801,0,0
CUST023682,0.1253,0,0
CUST023124,0.1794,0,0
CUST034618,0.139,0,0
CUST046715,0.0675,0,0
CUST031035,0.2017,0,0
CUST026163,0.2776,0,0
CUST046314,0.1682,0,0
CUST045330,0.07,0,0
CUST021132,0.1297,0,0
CUST026971,0.525,1,0
CUST033437,0.1194,0,0
CUST010547,0.0956,0,0
CUST008314,0.1599,0,0
CUST004124,0.127,0,0
CUST029194,0.0479,0,0
CUST041305,0.1453,0,0
CUST015963,0.1418,0,0
CUST005520,0.0783,0,0
CUST016779,0.1418,0,0
CUST045894,0.1347,0,0
CUST024724,0.1086,0,0
CUST017613,0.8654,1,1
CUST008388,0.1153,0,0
CUST025141,0.1548,0,0
CUST017298,0.729,1,1
CUST019762,0.3996,0,0
CUST049728,0.0613,0,0
CUST013756,0.1752,0,0
CUST042781,0.0972,0,0
CUST030816,0.126,0,0
CUST042110,0.2751,0,0
CUST006004,0.0622,0,0
CUST002429,0.0564,0,0
CUST028117,0.1199,0,0
CUST024466,0.1324,0,0
CUST042498,0.2398,0,0
CUST046293,0.0501,0,0
CUST030876,0.8556,1,0
CUST045296,0.0991,0,0
CUST019410,0.064,0,0
CUST031584,0.1051,0,0
CUST009255,0.2477,0,0
CUST045574,0.1361,0,0
CUST032449,0.0598,0,0
CUST043539,0.7618,1,0
CUST009171,0.068,0,0
CUST009484,0.0451,0,0
CUST028605,0.8342,1,0
CUST018786,0.3783,0,0
CUST040935,0.182,0,0
CUST032397,0.0629,0,0
CUST035259,0.0675,0,0
CUST001295,0.4736,0,0
CUST024008,0.2449,0,0
CUST014761,0.1697,0,0
CUST033990,0.7684,1,0
CUST037838,0.7399,1,0
CUST016095,0.0802,0,0
CUST043089,0.071,0,0
CUST015610,0.0873,0,0
CUST020244,0.069,0,0
CUST030153,0.0884,0,0
CUST040567,0.056,0,0
CUST034540,0.433,0,0
CUST006750,0.1147,0,0
CUST045830,0.8299,1,0
CUST000031,0.7877,1,0
CUST035220,0.2386,0,0
CUST032865,0.0391,0,0
CUST002728,0.4465,0,0
CUST039561,0.4479,0,0
CUST001380,0.2922,0,0
CUST041668,0.1507,0,0
CUST049694,0.1678,0,0
CUST020722,0.062,0,0
CUST005244,0.125,0,0
CUST027719,0.0548,0,0
CUST012994,0.8935,1,0
CUST003383,0.8211,1,0
CUST031546,0.1564,0,0
CUST004327,0.1137,0,0
CUST003825,0.2761,0,0
CUST024474,0.3049,0,0
CUST026976,0.0675,0,0
CUST011755,0.9222,1,1
CUST004217,0.1345,0,0
CUST048505,0.1492,0,0
CUST004625,0.0889,0,0
CUST034958,0.192,0,0
CUST005328,0.0507,0,0
CUST004563,0.6899,1,0
CUST039026,0.234,0,0
CUST044734,0.0399,0,0
CUST028251,0.1405,0,0
CUST020466,0.119,0,0
CUST009889,0.0645,0,0
CUST001264,0.0491,0,0
CUST048763,0.125,0,0
CUST030762,0.0846,0,0
CUST048553,0.3265,0,0
CUST017737,0.1452,0,0
CUST012034,0.1144,0,0
CUST034898,0.0674,0,0
CUST016958,0.0745,0,0
CUST019915,0.0876,0,0
CUST001478,0.0627,0,0
CUST000087,0.0562,0,0
CUST001945,0.2663,0,0
CUST013413,0.0834,0,0
CUST025758,0.197,0,0
CUST038171,0.4005,0,0
CUST014001,0.0658,0,0
CUST045196,0.0753,0,0
CUST009616,0.0675,0,0
CUST005961,0.2203,0,0
CUST019322,0.2632,0,1
CUST043734,0.0675,0,0
CUST035771,0.29,0,0
CUST025054,0.0827,0,0
CUST025808,0.0585,0,0
CUST048563,0.1721,0,0
CUST008417,0.0942,0,0
CUST033227,0.1252,0,0
CUST001593,0.5122,1,0
CUST023699,0.5963,1,0
CUST033878,0.2445,0,0
CUST018832,0.0379,0,0
CUST021729,0.0842,0,0
CUST006663,0.5496,1,0
CUST002526,0.5963,1,0
CUST042302,0.108,0,0
CUST001022,0.6638,1,0
CUST005237,0.8254,1,0
CUST008560,0.1535,0,0
CUST045442,0.1582,0,0
CUST001969,0.2748,0,0
CUST012692,0.2776,0,0
CUST018111,0.0422,0,0
CUST004513,0.1849,0,0
CUST041391,0.0402,0,0
CUST008166,0.0618,0,0
CUST006254,0.8445,1,0
CUST014654,0.0951,0,0
CUST036185,0.0598,0,0
CUST035578,0.1047,0,0
CUST046072,0.0614,0,0
CUST047575,0.382,0,0
CUST036560,0.1616,0,0
CUST010891,0.1794,0,0
CUST030028,0.2477,0,0
CUST043005,0.0398,0,0
CUST006106,0.1827,0,0
CUST048893,0.1118,0,0
CUST007644,0.1846,0,0
CUST042039,0.1984,0,0
CUST040113,0.1264,0,0
CUST011050,0.0532,0,0
CUST026392,0.1926,0,0
CUST039542,0.4024,0,0
CUST025983,0.7618,1,0
CUST044413,0.2973,0,0
CUST045239,0.1494,0,0
CUST030203,0.1588,0,0
CUST041102,0.0624,0,0
CUST033099,0.1565,0,0
CUST021644,0.3094,0,0
CUST024150,0.0734,0,0
CUST033638,0.1127,0,0
CUST026318,0.0577,0,0
CUST045783,0.7072,1,0
CUST016269,0.1769,0,0
CUST000138,0.0988,0,0
CUST014816,0.0398,0,0
CUST001906,0.1502,0,0
CUST012575,0.0395,0,0
CUST028068,0.5578,1,0
CUST010994,0.0607,0,0
CUST038022,0.1396,0,0
CUST031903,0.0623,0,0
CUST018340,0.1302,0,0
CUST019397,0.3183,0,0
CUST008704,0.2607,0,0
CUST027905,0.0532,0,0
CUST027496,0.0687,0,0
CUST006616,0.8122,1,0
CUST016360,0.0608,0,0
CUST032908,0.1291,0,0
CUST001323,0.0871,0,0
CUST015447,0.2139,0,0
CUST020146,0.8817,1,0
CUST049266,0.4472,0,0
CUST000911,0.6074,1,0
CUST033514,0.0856,0,0
CUST019857,0.3639,0,0
CUST030041,0.0612,0,0
CUST015570,0.088,0,0
CUST018967,0.6005,1,0
CUST009488,0.0589,0,0
CUST023578,0.2607,0,0
CUST016060,0.5794,1,0
CUST007496,0.0497,0,0
CUST048370,0.0959,0,0
CUST029098,0.0449,0,0
CUST038120,0.5292,1,0
CUST018207,0.1272,0,0
CUST034573,0.8327,1,1
CUST000309,0.1207,0,0
CUST013956,0.1403,0,0
CUST035869,0.0782,0,0
CUST018231,0.2562,0,0
CUST027064,0.0564,0,0
CUST049045,0.0785,0,0
CUST041268,0.313,0,0
CUST038976,0.1292,0,0
CUST041896,0.0845,0,0
CUST009005,0.4248,0,0
CUST017036,0.1185,0,0
CUST010007,0.1889,0,0
CUST046408,0.0784,0,0
CUST015202,0.1002,0,0
CUST007340,0.1904,0,0
CUST041274,0.5671,1,0
CUST049391,0.4018,0,0
CUST006151,0.0953,0,0
CUST028841,0.07,0,0
CUST030237,0.0564,0,0
CUST036590,0.3827,0,0
CUST034204,0.2375,0,0
CUST042044,0.1036,0,0
CUST025553,0.1596,0,0
CUST036015,0.263,0,0
CUST018965,0.3732,0,0
CUST030421,0.1102,0,0
CUST000358,0.384,0,0
CUST049635,0.2592,0,0
CUST043889,0.0449,0,0
CUST012715,0.638,1,0
CUST037525,0.4494,0,0
CUST002317,0.5549,1,0
CUST002144,0.0741,0,0
CUST020203,0.6143,1,0
CUST027651,0.1121,0,0
CUST037915,0.1546,0,0
CUST026743,0.0398,0,0
CUST016225,0.0794,0,0
CUST041058,0.1552,0,0
CUST031740,0.3029,0,0
CUST003402,0.1492,0,0
CUST000550,0.2133,0,0
CUST048746,0.1073,0,0
CUST034417,0.0484,0,0
CUST009088,0.1622,0,0
CUST023756,0.5963,1,0
CUST029510,0.3248,0,0
CUST034265,0.0413,0,0
CUST020695,0.5497,1,0
CUST015854,0.0456,0,0
CUST035232,0.0844,0,0
CUST045271,0.0974,0,0
CUST036917,0.3459,0,0
CUST021124,0.0859,0,0
CUST001237,0.0891,0,0
CUST005608,0.0675,0,0
CUST025496,0.6192,1,0
CUST035280,0.4802,0,0
CUST028904,0.077,0,0
CUST028036,0.7517,1,0
CUST027619,0.1315,0,0
CUST016866,0.0739,0,0
CUST016745,0.0578,0,0
CUST028228,0.1464,0,0
CUST032500,0.0945,0,0
CUST044915,0.1,0,0
CUST011897,0.0675,0,0
CUST020808,0.0878,0,0
CUST041336,0.0752,0,0
CUST023920,0.2966,0,0
CUST031514,0.172,0,0
CUST047769,0.5519,1,1
CUST012191,0.3594,0,0
CUST034874,0.0695,0,0
CUST002905,0.1718,0,0
CUST014582,0.3922,0,0
CUST012918,0.2751,0,0
CUST002625,0.0692,0,0
CUST001638,0.1634,0,0
CUST047317,0.1511,0,0
CUST023885,0.7839,1,0
CUST028356,0.101,0,0
CUST011834,0.2217,0,0
CUST046447,0.1324,0,0
CUST021193,0.0823,0,0
CUST041434,0.7083,1,0
CUST047755,0.1489,0,0
CUST003433,0.0782,0,0
CUST026592,0.0852,0,0
CUST033767,0.1958,0,0
CUST011036,0.0727,0,0
CUST033357,0.2726,0,0
CUST020142,0.3432,0,0
CUST004944,0.0423,0,0
CUST017225,0.1536,0,0
CUST047914,0.0675,0,0
CUST011366,0.069,0,0
CUST042299,0.6275,1,0
CUST020691,0.8139,1,0
CUST001715,0.1191,0,0
CUST014773,0.146,0,0
CUST004405,0.8385,1,1
CUST025077,0.6005,1,0
CUST042467,0.1771,0,0
CUST017022,0.8894,1,0
CUST003044,0.082,0,0
CUST036814,0.0963,0,0
CUST022742,0.1453,0,0
CUST039456,0.0637,0,0
CUST028145,0.3018,0,0
CUST015569,0.4027,0,0
CUST024564,0.1674,0,0
CUST022352,0.0557,0,0
CUST018718,0.7258,1,0
CUST016389,0.5746,1,0
CUST002232,0.1312,0,0
CUST044440,0.1458,0,0
CUST047701,0.1293,0,0
CUST013265,0.0734,0,0
CUST011468,0.0633,0,0
CUST023660,0.6049,1,0
CUST003170,0.0449,0,0
CUST002197,0.3706,0,0
CUST010670,0.0374,0,0
CUST008411,0.1335,0,0
CUST009665,0.8416,1,0
CUST020008,0.0564,0,0
CUST027176,0.1449,0,0
CUST018364,0.0556,0,0
CUST020439,0.0998,0,0
CUST046704,0.368,0,0
CUST015190,0.698,1,0
CUST039006,0.5655,1,0
CUST043557,0.6005,1,0
CUST045888,0.2069,0,0
CUST004267,0.0397,0,0
CUST008784,0.0896,0,0
CUST043418,0.6596,1,0
CUST009573,0.0657,0,0
CUST043780,0.0767,0,0
CUST047015,0.852,1,0
CUST013985,0.1554,0,0
CUST000635,0.0829,0,0
CUST017109,0.0621,0,0
CUST035001,0.6222,1,0
CUST038474,0.1844,0,0
CUST017562,0.6005,1,0
CUST046852,0.384,0,0
CUST002624,0.6118,1,0
CUST043092,0.1436,0,0
CUST030593,0.0535,0,0
CUST014710,0.3081,0,0
CUST031911,0.0737,0,0
CUST025890,0.4156,0,0
CUST020004,0.2096,0,0
CUST004474,0.8991,1,0
CUST010950,0.8136,1,0
CUST044994,0.336,0,0
CUST035519,0.7882,1,0
CUST027779,0.0816,0,0
CUST017924,0.0749,0,0
CUST014478,0.0554,0,0
CUST042895,0.0722,0,0
CUST012847,0.1123,0,0
CUST005930,0.0801,0,0
CUST035420,0.7888,1,0
CUST000136,0.3081,0,0
CUST002792,0.2363,0,0
CUST003812,0.8498,1,0
CUST020451,0.0729,0,0
CUST033989,0.3087,0,0
CUST033495,0.0571,0,0
CUST012082,0.6489,1,0
CUST047969,0.0557,0,0
CUST015670,0.0882,0,0
CUST043159,0.0675,0,0
CUST024399,0.4023,0,0
CUST004628,0.1265,0,0
CUST029700,0.2434,0,0
CUST033414,0.0971,0,0
CUST004910,0.0675,0,0
CUST030090,0.5935,1,0
CUST047553,0.1511,0,0
CUST026977,0.826,1,0
CUST020576,0.472,0,0
CUST039601,0.127,0,0
CUST015645,0.3435,0,0
CUST036437,0.1086,0,0
CUST037111,0.1348,0,0
CUST012730,0.1158,0,0
CUST026365,0.8124,1,0
CUST019099,0.8678,1,0
CUST015790,0.745,1,0
CUST036189,0.1275,0,0
CUST004984,0.0552,0,0
CUST046948,0.2001,0,0
CUST017601,0.0738,0,0
CUST003338,0.0508,0,0
CUST015786,0.049,0,0
CUST011939,0.8156,1,0
CUST022425,0.0661,0,0
CUST013041,0.5585,1,0
CUST034658,0.0735,0,0
CUST019781,0.0685,0,0
CUST020556,0.0647,0,0
CUST000395,0.124,0,0
CUST034388,0.069,0,0
CUST036327,0.3119,0,0
CUST020916,0.1499,0,0
CUST015736,0.3586,0,0
CUST013824,0.0853,0,0
CUST046176,0.1906,0,0
CUST001200,0.1948,0,0
CUST039066,0.1653,0,0
CUST033828,0.0896,0,0
CUST048937,0.1945,0,0
CUST025771,0.0478,0,0
CUST004526,0.0947,0,0
CUST013361,0.2504,0,0
CUST042814,0.0557,0,0
CUST025864,0.3966,0,0
CUST041197,0.3081,0,0
CUST019122,0.0753,0,0
CUST032635,0.3406,0,1
CUST018339,0.0823,0,0
CUST028468,0.5639,1,0
CUST034364,0.0871,0,0
CUST037629,0.0779,0,0
CUST048825,0.0535,0,0
CUST008046,0.3709,0,0
CUST004297,0.3426,0,0
CUST040840,0.3341,0,0
CUST044777,0.0516,0,0
CUST030465,0.0618,0,0
CUST046894,0.1293,0,0
CUST028129,0.1387,0,0
CUST024913,0.7417,1,0
CUST017625,0.2116,0,0
CUST010067,0.1578,0,0
CUST023180,0.078,0,0
CUST028786,0.2209,0,0
CUST040757,0.0431,0,0
CUST014060,0.0349,0,0
CUST007121,0.6071,1,0
CUST043206,0.0675,0,0
CUST039246,0.057,0,0
CUST025686,0.1531,0,0
CUST049430,0.0675,0,0
CUST037490,0.0862,0,0
CUST032943,0.0809,0,0
CUST030582,0.104,0,0
CUST017186,0.1302,0,0
CUST011554,0.7788,1,0
CUST000366,0.8257,1,0
CUST029696,0.0927,0,0
CUST039045,0.1075,0,0
CUST004653,0.1842,0,0
CUST016518,0.0913,0,0
CUST024248,0.7439,1,1
CUST025644,0.1616,0,0
CUST031641,0.4811,0,0
CUST022427,0.7569,1,0
CUST004122,0.2106,0,0
CUST041701,0.1323,0,0
CUST027425,0.6613,1,1
CUST030305,0.092,0,0
CUST038435,0.1503,0,0
